incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_county,Population(SUM),incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active
DeWolf Fire,Y,2016-05-25 08:00:00+00:00,2016-05-25 01:03:00+00:00,CAL FIRE Fresno-Kings Unit,Fresno,1008280,278,100,nan,CAL FIRE Fresno-Kings Unit,-119.654,36.88286,nan,09ab0430-7679-494c-96d4-d7d938351cf4,2016-05-25 08:00:00+00:00,5/25/2016,5/25/2016,N
Coe Fire,Y,2016-06-09 17:10:00+00:00,2016-06-07 16:30:00+00:00,CAL FIRE Santa Clara Unit,Stanislaus,552063,120,100,nan,CAL FIRE Santa Clara Unit,-121.42238,37.17072,nan,648cfdd4-f3f5-4faf-8ab1-a6f2cb5d9a6c,2016-06-09 17:10:00+00:00,6/9/2016,6/7/2016,N
Dunstone Fire,Y,2016-05-27 17:00:00+00:00,2016-05-27 13:43:00+00:00,CAL FIRE Butte Unit,Butte,213605,91,100,nan,CAL FIRE Butte Unit,-121.78973,39.33035,nan,5080eb51-53e5-4338-95ec-618efe2bd7d1,2016-05-27 17:00:00+00:00,5/27/2016,5/27/2016,N
70 Fire,Y,2016-05-29 19:53:00+00:00,2016-05-29 16:51:00+00:00,CAL FIRE Butte Unit,Butte,213605,30,100,Hwy 70 between Clark Rd and Wheelock Rd,"CAL FIRE Butte Unit, CHP, STATE PARKS, BUTTE VALLEY VOLUNTEERS, NORTH METRO VOLUNTEERS, GOLDEN FEATHER VOLUNTEERS.",-121.595093,39.624017,nan,6227f4ad-3e40-4f3b-b210-3e55483e1e84,2016-05-29 19:53:00+00:00,5/29/2016,5/29/2016,N
Shedd Fire,Y,2016-05-10 18:45:00+00:00,2016-05-10 16:11:00+00:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,281712,150,100,nan,CAL FIRE San Luis Obispo Unit,-120.39993,35.61961,nan,1d76ca50-aa10-4f90-bd99-a80bcf2eacce,2016-05-10 18:45:00+00:00,5/10/2016,5/10/2016,N
Bryson Fire,Y,2016-05-12 20:45:00+00:00,2016-05-12 14:13:00+00:00,CAL FIRE San Benito-Monterey Unit,Monterey,437609,25,100,nan,CAL FIRE San Benito-Monterey Unit,-121.0381507,35.8378273,nan,afaa2efe-d946-4ff9-93c2-459aad31b908,2016-05-12 20:45:00+00:00,5/12/2016,5/12/2016,N
Avocado Fire,Y,2016-05-17 19:10:00+00:00,2016-05-15 16:38:00+00:00,CAL FIRE Fresno-Kings Unit,Fresno,1008280,132,100,nan,CAL FIRE Fresno-Kings Unit,-119.38248,36.78769,nan,f1769b9d-c522-4a0d-92a7-f9c8321b9f1d,2016-05-17 19:10:00+00:00,5/17/2016,5/15/2016,N
Athens Fire,Y,2016-05-19 18:00:00+00:00,2016-05-17 15:06:00+00:00,CAL FIRE Nevada-Yuba-Placer Unit,Placer,406608,169,100,nan,CAL FIRE Nevada-Yuba-Placer Unit,-121.3090268,38.8390117,nan,e0de216a-9544-43ad-9b9f-bc05247f0550,2016-05-19 18:00:00+00:00,5/19/2016,5/17/2016,N
Pala Fire,Y,2016-06-07 06:45:00+00:00,2016-05-31 13:48:00+00:00,CAL FIRE San Diego Unit,San Diego,3289701,70,100,nan,CAL FIRE San Diego Unit,-117.08829,33.41639,nan,c88af25d-aff4-4b20-9c58-0b819c8ae99a,2016-06-07 06:45:00+00:00,6/7/2016,5/31/2016,N
Chimney Fire,Y,2016-06-19 18:00:00+00:00,2016-06-01 15:35:00+00:00,Bureau of Land Management,Tulare,473446,0,100,nan,Bureau of Land Management,-118.08591,35.84883,nan,6afa1ccf-e1b6-492b-bcaa-9189cd3487aa,2016-06-19 18:00:00+00:00,6/19/2016,6/1/2016,N
Coal Fire,Y,2016-06-20 19:50:00+00:00,2016-06-20 16:38:00+00:00,CAL FIRE Butte Unit,Butte,213605,112,100,nan,CAL FIRE Butte Unit,-121.6008,39.595,nan,5f422963-a30c-4cda-9427-7a0e028b6039,2016-06-20 19:50:00+00:00,6/20/2016,6/20/2016,N
Frazier Fire,Y,2019-07-01 13:08:35+00:00,2016-06-27 12:07:00+00:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,281712,86,100,nan,CAL FIRE San Luis Obispo Unit,-120.82266,35.70821,nan,42fbaa73-e3c8-44ac-bf83-a576be6a804f,2016-06-29 17:00:00+00:00,6/29/2016,6/27/2016,N
Campo Fire,Y,2016-06-30 07:00:00+00:00,2016-06-27 18:00:00+00:00,CAL FIRE Tuolumne-Calaveras Unit,Calaveras,45674,33,100,nan,CAL FIRE Tuolumne-Calaveras Unit,-120.8678,38.22017,nan,2225d427-97d7-4d71-a83a-814f38a1c947,2016-06-30 07:00:00+00:00,6/30/2016,6/27/2016,N
Paskenta Fire,Y,2016-06-21 13:00:00+00:00,2016-06-21 10:26:00+00:00,CAL FIRE Tehama-Glenn Unit,Tehama,65484,43,100,nan,CAL FIRE Tehama-Glenn Unit,-122.40142,39.93965,nan,b1b2a50c-c131-4be2-9398-8adee38c1c19,2016-06-21 13:00:00+00:00,6/21/2016,6/21/2016,N
Moore Fire,Y,2016-06-21 15:45:00+00:00,2016-06-21 12:24:00+00:00,CAL FIRE Nevada Yuba Placer Unit,Placer,406608,88,100,nan,CAL FIRE Nevada Yuba Placer Unit,-121.37704,38.86804,nan,d570e949-a098-4af0-84a4-d70c4a0e89c9,2016-06-21 15:45:00+00:00,6/21/2016,6/21/2016,N
Aukum Fire,Y,2016-06-04 15:30:00+00:00,2016-06-03 12:41:00+00:00,CAL FIRE Amador El-Dorado,El Dorado,191713,25,100,Mount Aukum Road closed from 4 corners to Tiger's Eye.,CAL FIRE Amador El-Dorado,-120.6955,38.64107,nan,f2b5faf1-9ff0-48b7-8151-25880262bec1,2016-06-04 15:30:00+00:00,6/4/2016,6/3/2016,N
Hidden Fire,Y,2016-06-03 17:30:00+00:00,2016-06-03 17:39:00+00:00,CAL FIRE San Benito Monterey Unit,San Benito,64753,30,100,nan,CAL FIRE San Benito Monterey Unit,-121.40304,36.80296,nan,a757d4f9-2aa1-44c8-b986-ac00ca2fafdd,2016-06-03 17:30:00+00:00,6/3/2016,6/3/2016,N
Clay Fire,Y,2016-06-03 19:55:00+00:00,2016-06-03 16:57:00+00:00,CAL FIRE Amador El-Dorado,Sacramento,1579211,32,100,nan,CAL FIRE Amador El-Dorado,-121.06452,38.3131,nan,c5d590f0-97fe-4ac3-987d-ebceed6dbfc2,2016-06-03 19:55:00+00:00,6/3/2016,6/3/2016,N
Temecula Fire,Y,2016-06-07 18:15:00+00:00,2016-06-04 11:40:00+00:00,CAL FIRE Riverside County Fire,Riverside,2429487,139,100,nan,CAL FIRE Riverside County Fire,-117.140883,33.476894,nan,403e6185-c0e1-4b8f-a290-b50553a47b67,2016-06-07 18:15:00+00:00,6/7/2016,6/4/2016,N
Coleman Fire,Y,2016-06-20 08:30:00+00:00,2016-06-04 14:33:00+00:00,Los Padres National Forest,Monterey,437609,2520,100,nan,Los Padres National Forest,-121.25029,36.01542,nan,b8cf80c7-b617-4fe4-91b0-43b40d38c7f6,2016-06-20 08:30:00+00:00,6/20/2016,6/4/2016,N
Soda Fire,Y,2016-06-19 08:30:00+00:00,2016-06-04 17:46:00+00:00,Bureau of Land Management ,San Luis Obispo,281712,0,100,nan,Bureau of Land Management ,-119.58206,35.01382,nan,5c86c26b-e6c0-4e47-90b7-bc5da3885ebe,2016-06-19 08:30:00+00:00,6/19/2016,6/4/2016,N
Keswick Fire,Y,2016-06-12 15:00:00+00:00,2016-06-11 16:02:00+00:00,CAL FIRE Shasta Trinity Unit,Shasta,181852,24,100,nan,CAL FIRE Shasta Trinity Unit,-122.46777,40.61388,nan,20e4887c-b772-460d-98be-d60f39171aeb,2016-06-12 15:00:00+00:00,6/12/2016,6/11/2016,N
Camanche Fire,Y,2016-06-21 18:30:00+00:00,2016-06-17 14:54:00+00:00,CAL FIRE Amador El-Dorado Unit,Amador,40577,210,100,nan,CAL FIRE Amador El-Dorado Unit,-120.90265,38.26874,nan,fef2ab8a-20d7-4dc3-b5c9-363aa1debef3,2016-06-21 18:30:00+00:00,6/21/2016,6/17/2016,N
Border Fire,Y,2022-10-24 11:15:18+00:00,2016-06-19 11:03:00+00:00,CAL FIRE San Diego Unit,San Diego,3289701,7609,100,No current road closures.,"CAL FIRE San Diego Unit, SDG&E, San Diego County Fire, Border Patrol, Cal Trans, CHP, San Diego Sheriff, BLM, California Department of Corrections and Rehabilitation, Red Cross, 2-1-1, San Diego County OES",-116.63028,32.60729,nan,33099cdd-ccfc-454e-b5a3-770a69a30bd3,2016-06-30 18:30:00+00:00,6/30/2016,6/19/2016,N
Arroyo Fire,Y,2016-06-20 18:15:00+00:00,2016-06-18 16:47:00+00:00,CAL FIRE San Benito-Monterey Unit,Monterey,437609,70,100,nan,CAL FIRE San Benito-Monterey Unit,-121.3306,36.2833,nan,ae6a40fa-c0f3-460b-8e19-fbf4b5803bb8,2016-06-20 18:15:00+00:00,6/20/2016,6/18/2016,N
Hoag Fire,Y,2016-06-11 16:15:00+00:00,2016-06-11 14:30:00+00:00,CAL FIRE Tehama Glenn Unit,Tehama,65484,80,100,nan,CAL FIRE Tehama Glenn Unit,-121.857,39.7947,nan,10a8344d-e2c6-4585-8094-bbb30e48db8c,2016-06-11 16:15:00+00:00,6/11/2016,6/11/2016,N
Cotton Fire,Y,2016-06-12 12:30:00+00:00,2016-06-11 15:04:00+00:00,Kern County Fire Department,Kern,906883,61,100,nan,Kern County Fire Department,-120.251,35.77135,nan,bae93037-2a91-4189-b256-3325cd2b6979,2016-06-12 12:30:00+00:00,6/12/2016,6/11/2016,N
Old Fire,Y,2016-06-12 15:45:00+00:00,2016-06-12 12:45:00+00:00,CAL FIRE San Benito Monterey Unit,San Benito,64753,83,100,nan,CAL FIRE San Benito Monterey Unit,-121.04993,36.49914,nan,fb7d6492-444e-420c-9111-0f8999d3af04,2016-06-12 15:45:00+00:00,6/12/2016,6/12/2016,N
Pony Fire,Y,2016-11-08 10:15:00+00:00,2016-06-07 02:45:00+00:00,USFS Klamath National Forest ,Siskiyou,44049,2860,100,nan,USFS Klamath National Forest ,-123.557,41.623,nan,103e1cb6-0a02-4ca8-8739-4cf77b5d1c98,2016-11-08 10:15:00+00:00,11/8/2016,6/7/2016,N
Sherpa Fire,Y,2016-07-12 14:30:00+00:00,2016-06-15 15:21:00+00:00,U.S Los Padres National Forest ,Santa Barbara,445213,7474,100,nan,U.S Los Padres National Forest ,-119.643,34.776,nan,ffb3293b-3349-49c5-a7cb-c488391e8a72,2016-07-12 14:30:00+00:00,7/12/2016,6/15/2016,N
Creek Fire,Y,2016-06-27 06:15:00+00:00,2016-06-26 15:45:00+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Yolo,217141,277,100,nan,CAL FIRE Sonoma-Lake-Napa Unit,-122.15457,38.69971,nan,eb0fe9ad-f9f5-4bde-ad34-527ffd647669,2016-06-27 06:15:00+00:00,6/27/2016,6/26/2016,N
70 Fire,Y,2016-06-21 16:30:00+00:00,2016-06-21 15:09:00+00:00,CAL FIRE Butte County Fire,Butte,213605,49,100,nan,CAL FIRE Butte County Fire,-121.6051,39.43351,nan,6b542aff-fa1b-46fc-b3da-26c1afdbc446,2016-06-21 16:30:00+00:00,6/21/2016,6/21/2016,N
Erskine Fire,Y,2016-07-11 09:40:00+00:00,2016-06-23 15:51:00+00:00,Bureau of Land Management,Kern,906883,48019,100,nan,Bureau of Land Management,-118.45628,35.6115,nan,91816ff6-d4ec-4f31-8d40-bf2538aca09b,2016-07-11 09:40:00+00:00,7/11/2016,6/23/2016,N
Lowe Fire,Y,2016-06-24 18:20:00+00:00,2016-06-23 17:57:00+00:00,CAL FIRE San Benito-Monterey Unit,Monterey,437609,52,100,nan,CAL FIRE San Benito-Monterey Unit,-120.9293,36.1934,nan,61556003-7789-4b9e-8f16-5563624b4621,2016-06-24 18:20:00+00:00,6/24/2016,6/23/2016,N
Dinosaur Fire,Y,2016-06-26 18:50:00+00:00,2016-06-25 23:45:00+00:00,CAL FIRE Madera-Mariposa-Merced Unit,Merced,282290,1246,100,nan,CAL FIRE Madera-Mariposa-Merced Unit,-121.20155,37.07147,nan,ec90eb29-e776-43da-a814-0c41463ae3c9,2016-06-26 18:50:00+00:00,6/26/2016,6/25/2016,N
Laguna Fire,Y,2016-06-29 18:30:00+00:00,2016-06-26 13:10:00+00:00,Orange County Fire Authority,Orange,3175227,47,100,nan,Orange County Fire Authority,-117.77395,33.57872,nan,c27c5212-1891-4105-86ee-9f97016ef159,2016-06-29 18:30:00+00:00,6/29/2016,6/26/2016,N
Grant Fire,Y,2016-06-26 07:00:00+00:00,2016-06-25 16:11:00+00:00,CAL FIRE Santa Clara Unit,Alameda,1663823,211,100,nan,CAL FIRE Santa Clara Unit,-121.58677,37.74369,nan,3822b8a2-1a89-40e8-b239-840cfcda7a1c,2016-06-26 07:00:00+00:00,6/26/2016,6/25/2016,N
Marina Fire,Y,2016-07-09 08:30:00+00:00,2016-06-25 06:30:00+00:00,Inyo National Forest,Mono,13219,650,100,nan,Inyo National Forest,-119.14,37.97,nan,1bc85249-0d96-42d7-a23f-db99bdce17a4,2016-07-09 08:30:00+00:00,7/9/2016,6/25/2016,N
Reservoir Fire,Y,2016-06-28 20:00:00+00:00,2016-06-26 16:00:00+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Lake,68024,215,100,No road closures,CAL FIRE Sonoma-Lake-Napa Unit,-122.50373,39.12366,nan,489cea9f-b3cb-4615-b412-5ac5724c3976,2016-06-28 20:00:00+00:00,6/28/2016,6/26/2016,N
Trailhead Fire,Y,2022-10-24 11:10:48+00:00,2016-06-28 13:55:00+00:00,CAL FIRE Nevada-Yuba-Placer Unit / El Dorado National Forest,"El Dorado, Placer",598321,5645,100,nan,"CAL FIRE Nevada-Yuba-Placer Unit / El Dorado National Forest, CAL FIRE, US Forest Service, Placer County Sheriffâ€™s Department, El Dorado County Sheriffâ€™s Department, California Highway Patrol, California Office of Emergency Services, and local fire departments from across the region.",-120.9375,38.96741,nan,b604ffa7-8cee-4724-bb82-f1f4553a192f,2016-07-18 09:50:00+00:00,7/18/2016,6/28/2016,N
Rancho Fire,Y,2016-06-29 07:30:00+00:00,2016-06-28 19:02:00+00:00,CAL FIRE Amador- El Dorado Unit,Amador,40577,372,100,nan,CAL FIRE Amador- El Dorado Unit,-121.003611,38.385,nan,5689b708-61e8-4451-8ad6-68d9684704c6,2016-06-29 07:30:00+00:00,6/29/2016,6/28/2016,N
Big Fire,Y,2016-07-13 17:30:00+00:00,2016-07-11 14:30:00+00:00,CAL FIRE Fresno County Fire,Fresno,1008280,188,100,nan,CAL FIRE Fresno County Fire,-119.39619,36.92244,nan,4cfb8712-1b45-4a2e-b0c9-6ed6ddde5657,2016-07-13 17:30:00+00:00,7/13/2016,7/11/2016,N
Sage Fire,Y,2022-10-24 11:11:30+00:00,2016-07-09 12:04:00+00:00,Los Angeles County Fire,Los Angeles,9936690,1100,100,nan,Los Angeles County Fire,-118.57245,34.36763,nan,79b446a4-d809-4aa2-9f30-091a05ed697d,2016-07-16 12:00:00+00:00,7/16/2016,7/9/2016,N
Mercury Fire,Y,2019-07-01 13:08:12+00:00,2016-07-09 12:43:00+00:00,CAL FIRE San Benito-Monterey Unit,San Benito,64753,95,100,nan,CAL FIRE San Benito-Monterey Unit,-120.841536,5487,nan,2a04ab08-1412-4a3d-b6b2-7e5fc48f99e5,2016-07-10 19:30:00+00:00,7/10/2016,7/9/2016,N
Fort Fire,Y,2016-07-10 19:37:00+00:00,2016-07-08 11:15:00+00:00,Kern County Fire,Kern,906883,554,100,nan,Kern County Fire,118.9082,34.913,nan,fe112320-013f-434e-b66c-101234292711,2016-07-10 19:37:00+00:00,7/10/2016,7/8/2016,N
Fiddler Fire,Y,2022-10-24 11:11:11+00:00,2016-07-08 22:45:00+00:00,CAL FIRE Shasta-Trinity Unit,Shasta,181852,303,100,All Road closures have been lifted,"CAL FIRE Shasta-Trinity Unit, Redding Fire Department, Shasta County Fire Department, Shasta County Public Works, Shasta County Sheriff's Department and CHP",-122.72913,40.36873,nan,67c0a269-05bb-4b4f-af22-68a1c5ac3adf,2016-07-12 07:00:00+00:00,7/12/2016,7/8/2016,N
Colyear Fire,Y,2016-07-04 07:45:00+00:00,2016-06-30 13:32:00+00:00,CAL FIRE Tehama-Glenn Unit,Tehama,65484,464,100,nan,"CAL FIRE Tehama-Glenn Unit, Mendocino National Forest",-122.56939,40.0353,nan,69eaa890-889e-4be9-810d-3dcee8d55981,2016-07-04 07:45:00+00:00,7/4/2016,6/30/2016,N
Deer Fire,Y,2016-07-08 19:00:00+00:00,2016-07-01 14:05:00+00:00,Kern County Fire,Kern,906883,1785,100,nan,"Kern County Fire, Kern County Fire/OES, Kern County Sheriff, CHP, Bear Valley CSD, CalOES, CDCR, American Red Cross, Cal Edison, Tejon Ranch, CCC.",-118.72272,35.20993,nan,140def53-175c-4f5d-b8e3-de0643781ff7,2016-07-08 19:00:00+00:00,7/8/2016,7/1/2016,N
Pine Fire,Y,2016-06-30 16:55:00+00:00,2016-06-30 16:55:00+00:00,Los Padres National Forest,Ventura,842009,2304,100,nan,Los Padres National Forest,-119.144,34.701,nan,8653f541-d3ca-44b4-9edd-5a4a57349f2f,2016-06-30 16:55:00+00:00,6/30/2016,6/30/2016,N
Flores Fire,Y,2016-07-01 17:45:00+00:00,2016-07-01 13:54:00+00:00,CAL FIRE Tehama-Glen Unit,Tehama,65484,88,100,nan,CAL FIRE Tehama-Glen Unit,-122.2071,40.07846,nan,f88a7291-9122-49fa-864d-b807fa360393,2016-07-01 17:45:00+00:00,7/1/2016,7/1/2016,N
Curry Fire,Y,2016-07-05 07:05:00+00:00,2016-07-01 17:16:00+00:00,CAL FIRE Fresno Unit,Fresno,1008280,2944,100,nan,"CAL FIRE Fresno Unit, Fresno County Sheriffâ€™s Office, California Highway Patrol, PG&E, Cal Trans, California Department of Corrections and Rehabilitation, BLM.",-120.452041,36.0749,nan,423df2bd-4464-44e0-8b8a-74f953613287,2016-07-05 07:05:00+00:00,7/5/2016,7/1/2016,N
Lone Pine Fire,Y,2016-07-02 20:00:00+00:00,2016-07-01 12:56:00+00:00,CAL FIRE San Bernardino Unit,Inyo,18829,30,100,nan,CAL FIRE San Bernardino Unit,-118.15589,36.58972,nan,6f07d935-7d64-4be8-8e96-d34384686bf8,2016-07-02 20:00:00+00:00,7/2/2016,7/1/2016,N
Appaloosa Fire,Y,2022-10-24 11:07:44+00:00,2016-07-02 14:55:00+00:00,CAL FIRE Tuolumne-Calaveras Unit,Calaveras,45674,310,100,nan,CAL FIRE Tuolumne-Calaveras Unit,-120.61153,38.02845,nan,902a3085-e518-4090-a2e5-20d0482b4dc2,2016-07-08 19:32:00+00:00,7/8/2016,7/2/2016,N
Scott Fire,Y,2016-07-11 06:35:00+00:00,2016-07-10 15:30:00+00:00,CAL FIRE Amador-Eldorado Unit,Sacramento,1579211,87,100,nan,CAL FIRE Amador-Eldorado Unit,-121.103642,38.517772,nan,fbe85bec-6399-442f-8a3f-ca4a25bb2b3b,2016-07-11 06:35:00+00:00,7/11/2016,7/10/2016,N
Frame Fire,Y,2016-07-07 19:00:00+00:00,2016-07-04 17:15:00+00:00,CAL FIRE Fresno-Kings Unit,Fresno,1008280,145,100,nan,CAL FIRE Fresno-Kings Unit,-120.62048,36.14161,nan,e55dd16e-1712-4b97-a2f3-add0877b98cd,2016-07-07 19:00:00+00:00,7/7/2016,7/4/2016,N
Broken Fire,Y,2019-07-01 13:08:20+00:00,2016-07-04 11:53:00+00:00,CAL FIRE Madera-Mariposa-Merced Unit,Madera,157243,103,100,nan,CAL FIRE Madera-Mariposa-Merced Unit,-119.65776,37.25601,nan,8e920d15-72f4-4e76-a3b4-22a364d6cf19,2016-07-06 20:00:00+00:00,7/6/2016,7/4/2016,N
Kuehner Fire,Y,2016-07-01 19:50:00+00:00,2016-07-01 14:00:00+00:00,Ventura County Fire,Ventura,842009,45,100,nan,Ventura County Fire,-118.63264,34.27619,nan,174608a2-14fd-4278-9811-cb7e5e5a3883,2016-07-01 19:50:00+00:00,7/1/2016,7/1/2016,N
Shelter Fire,Y,2016-07-12 10:30:00+00:00,2016-07-11 12:58:00+00:00,Ventura County Fire,Ventura,842009,15,100,nan,Ventura County Fire,-116.58542,33.11645,nan,7ebdcc3e-f402-4ab7-88d4-82d99d59b019,2016-07-12 10:30:00+00:00,7/12/2016,7/11/2016,N
Pacheco Fire,Y,2022-10-24 11:08:38+00:00,2016-07-12 13:14:00+00:00,CAL FIRE Tuolumne Calaveras Unit,Calaveras,45674,341,100,nan,CAL FIRE Tuolumne Calaveras Unit,-120.81394,38.08056,nan,85832754-5848-4454-84fc-8b0a9abbff40,2016-07-16 18:30:00+00:00,7/16/2016,7/12/2016,N
Stagecoach Fire,Y,2016-07-13 19:00:00+00:00,2016-07-12 15:19:00+00:00,CAL FIRE Tuolumne Calaveras Unit,Calaveras,45674,35,100,nan,CAL FIRE Tuolumne Calaveras Unit,-120.67335,37.96311,nan,eb9d05b5-7578-44bf-9eb1-3ddba425ff20,2016-07-13 19:00:00+00:00,7/13/2016,7/12/2016,N
Dunnigan Fire,Y,2016-07-15 15:40:00+00:00,2016-07-15 14:00:00+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Yolo,217141,84,100,nan,CAL FIRE Sonoma-Lake-Napa Unit,-122.04726,38.8866,nan,b6b6ef56-0d7f-4c97-b072-74b712aa1e65,2016-07-15 15:40:00+00:00,7/15/2016,7/15/2016,N
Onyx Fire,Y,2016-07-14 12:00:00+00:00,2016-07-13 17:08:00+00:00,Kern County Fire / Sequoia National Forest ,Kern,906883,221,100,nan,Kern County Fire / Sequoia National Forest ,-118.21793,35.68313,nan,0dc19167-07b3-45e6-9bad-ad070934616a,2016-07-14 12:00:00+00:00,7/14/2016,7/13/2016,N
Sherwood Fire,Y,2016-07-15 14:00:00+00:00,2016-07-13 15:52:00+00:00,Ventura County Fire Department,Ventura,842009,78,100,nan,Ventura County Fire Department,-119.39619,36.92244,nan,69b7a19e-7be7-43c1-8779-c7110b22f552,2016-07-15 14:00:00+00:00,7/15/2016,7/13/2016,N
Famoso Fire,Y,2016-07-16 07:40:00+00:00,2016-07-15 23:55:00+00:00,Kern County Fire,Kern,906883,138,100,nan,Kern County Fire,-118.94811,35.60748,nan,73083049-8bc2-4444-911b-f3d0812fb70c,2016-07-16 07:40:00+00:00,7/16/2016,7/15/2016,N
Green Fire,Y,2016-07-16 18:00:00+00:00,2016-07-15 16:45:00+00:00,CAL FIRE Fresno County Fire,Fresno,1008280,123,100,Auberry Rd. between Granite Creek & Little Wildhorse is closed to traffic.,CAL FIRE Fresno County Fire,-119.5792,37.0099,nan,a32de567-3d32-434a-9128-7947deaec3bb,2016-07-16 18:00:00+00:00,7/16/2016,7/15/2016,N
Feather Fire,Y,2016-07-20 13:45:00+00:00,2016-07-18 13:08:00+00:00,CAL FIRE San Diego,San Diego,3289701,100,100,nan,CAL FIRE San Diego,-116.7945,32.9612,nan,d96a2f4f-8e4d-4534-abe2-d90530e2bbc3,2016-07-20 13:45:00+00:00,7/20/2016,7/18/2016,N
Foothill Fire,Y,2016-07-22 18:15:00+00:00,2016-07-19 17:16:00+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Lake,68024,69,100,nan,"CAL FIRE Sonoma-Lake-Napa Unit, CAL FIRE, North Shore Fire Protection District, Lake County Sheriff Department, and United States Forest Service",-122.7891,39.0863,nan,6a75dc36-9f37-4c3a-870d-345f94a8104c,2016-07-22 18:15:00+00:00,7/22/2016,7/19/2016,N
Bailey Fire,Y,2016-07-20 09:00:00+00:00,2016-07-19 14:09:00+00:00,CAL FIRE Siskiyou Unit,Siskiyou,44049,26,100,nan,CAL FIRE Siskiyou Unit,-122.59328,41.96191,nan,be2805af-a801-4ca9-b9e7-14f3b896097e,2016-07-20 09:00:00+00:00,7/20/2016,7/19/2016,N
Goose Fire,Y,2022-10-24 11:09:29+00:00,2016-07-30 16:40:00+00:00,CAL FIRE Fresno-Kings Unit,Fresno,1008280,2241,100,nan,"CAL FIRE Fresno-Kings Unit, US Forest Service, Fresno County OES, Fresno County Sheriff, California Department of Corrections, California Conservation Corps, California Highway Patrol, PG&E, CalTrans",-119.50507,37.01591,nan,bd2b7bdc-0f92-451a-a3a5-03569d27c952,2016-08-09 18:30:00+00:00,8/9/2016,7/30/2016,N
Baker Fire,Y,2016-07-22 19:00:00+00:00,2016-07-21 15:06:00+00:00,CAL FIRE Tuolumne-Calaveras Unit,Calaveras,45674,57,100,nan,CAL FIRE Tuolumne-Calaveras Unit,-120.64241,37.98171,nan,2dae3029-2d17-445a-9fac-e95345b179e0,2016-07-22 19:00:00+00:00,7/22/2016,7/21/2016,N
Oak Fire,Y,2016-07-22 16:07:00+00:00,2016-07-22 13:01:00+00:00,CAL FIRE Sonoma-Lake-Napa Unit/Vacaville Fire Department,Solano,450995,57,100,nan,CAL FIRE Sonoma-Lake-Napa Unit/Vacaville Fire Department,-122.02564,38.33475,nan,dc7637b2-fa97-47c7-bbce-c0fd1a015592,2016-07-22 16:07:00+00:00,7/22/2016,7/22/2016,N
Roblar Fire,Y,2016-07-30 14:15:00+00:00,2016-07-21 16:06:00+00:00,Camp Pendleton Military Base,San Diego,3289701,1245,100,nan,Camp Pendleton Military Base,-117.35093,33.393,nan,78eccd24-9fe2-4ccd-90fa-a1e0fdc19b41,2016-07-30 14:15:00+00:00,7/30/2016,7/21/2016,N
Table Fire,Y,2016-07-22 12:00:00+00:00,2016-07-21 20:30:00+00:00,CAL FIRE Siskiyou Unit,Siskiyou,44049,23,100,nan,CAL FIRE Siskiyou Unit,-122.36924,41.71847,nan,5d276af0-17d5-47d5-8f0e-86756d91b5c6,2016-07-22 12:00:00+00:00,7/22/2016,7/21/2016,N
Bradley Fire,Y,2016-07-23 08:45:00+00:00,2016-07-22 15:15:00+00:00,CAL FIRE San Benito-Monterey Unit,Monterey,437609,100,100,nan,CAL FIRE San Benito-Monterey Unit,-120.81081,35.85093,nan,947aab39-3d8a-4841-8fc3-d129d8bbf6a3,2016-07-23 08:45:00+00:00,7/23/2016,7/22/2016,N
Soberanes Fire,Y,2022-10-26 08:16:29+00:00,2016-07-22 08:48:00+00:00,US Forest Service - Los Padres National Forest,Monterey,437609,132127,100,nan,US Forest Service - Los Padres National Forest,-121.89938,36.45994,nan,977ac7ce-4204-4cd3-9f89-727142165261,2016-10-13 11:30:00+00:00,10/13/2016,7/22/2016,N
Holy Fire,Y,2016-09-05 06:55:00+00:00,2016-08-31 04:10:00+00:00,Cleveland National Forest,Orange,3175227,150,100,nan,Cleveland National Forest,-117.5221,33.6542,nan,d045584a-8838-4d64-91dc-3ebfbcd8e708,2016-09-05 06:55:00+00:00,9/5/2016,8/31/2016,N
Ken Fire,Y,2016-09-04 18:55:00+00:00,2016-09-03 21:51:00+00:00,San Bernardino National Forest,San Bernardino,2180563,20,100,nan,San Bernardino National Forest,-117.4415,34.25858,nan,383c3df6-a1eb-40fd-b798-41481dff679a,2016-09-04 18:55:00+00:00,9/4/2016,9/3/2016,N
